           time              x              y              z             vx             vy             vz            yox            yoy            yoz             mi            Ix0            CG0             p0            Cd0            Cdb
    33.40000000 14860.69541867 10343.32198478   538.99544617   346.66855272   100.32987460    42.50525260    -0.01579645     0.02017900     0.09110670    19.81892976     0.03017481     0.32648867  1569.92238595     0.35998399     0.17847837
    33.40500000 14862.42868340 10343.82350153   539.20799322   346.63734161   100.27682674    42.51356675    -0.01580458     0.02019008     0.09114689    19.81892976     0.03017481     0.32648867  1569.89434721     0.35999954     0.17848277
    33.41000000 14864.16179209 10344.32475306   539.42058184   346.60613152   100.22378393    42.52188105    -0.01581272     0.02020117     0.09118709    19.81892976     0.03017481     0.32648867  1569.86631334     0.36001507     0.17848717
    33.41500000 14865.89474472 10344.82573938   539.63321203   346.57492244   100.17074618    42.53019550    -0.01582086     0.02021227     0.09122731    19.81892976     0.03017481     0.32648867  1569.83828434     0.36003058     0.17849157
    33.42000000 14867.62754131 10345.32646053   539.84588379   346.54371437   100.11771349    42.53851011    -0.01582901     0.02022337     0.09126754    19.81892976     0.03017481     0.32648867  1569.81026022     0.36004607     0.17849597
    33.42500000 14869.36018187 10345.82691652   540.05859713   346.51250731   100.06468586    42.54682487    -0.01583716     0.02023448     0.09130780    19.81892976     0.03017481     0.32648867  1569.78224096     0.36006154     0.17850037
    33.43000000 14871.09266639 10346.32710739   540.27135204   346.48130126   100.01166328    42.55513979    -0.01584531     0.02024559     0.09134807    19.81892976     0.03017481     0.32648867  1569.75422656     0.36007699     0.17850476
    33.43500000 14872.82499488 10346.82703316   540.48414853   346.45009620    99.95864576    42.56345486    -0.01585347     0.02025671     0.09138835    19.81892976     0.03017481     0.32648867  1569.72621703     0.36009241     0.17850916
    33.44000000 14874.55716735 10347.32669386   540.69698659   346.41889216    99.90563330    42.57177008    -0.01586163     0.02026784     0.09142865    19.81892976     0.03017481     0.32648867  1569.69821236     0.36010781     0.17851355
    33.44500000 14876.28918380 10347.82608951   540.90986623   346.38768911    99.85262590    42.58008546    -0.01586980     0.02027897     0.09146897    19.81892976     0.03017481     0.32648867  1569.67021256     0.36012319     0.17851794
    33.45000000 14878.02104424 10348.32522013   541.12278745   346.35648706    99.79962355    42.58840099    -0.01587797     0.02029011     0.09150931    19.81892976     0.03017481     0.32648867  1569.64221760     0.36013855     0.17852233
    33.45500000 14879.75274868 10348.82408575   541.33575024   346.32528600    99.74662625    42.59671668    -0.01588614     0.02030125     0.09154966    19.81892976     0.03017481     0.32648867  1569.61422751     0.36015389     0.17852672
    33.46000000 14881.48429711 10349.32268640   541.54875461   346.29408594    99.69363401    42.60503252    -0.01589432     0.02031240     0.09159003    19.81892976     0.03017481     0.32648867  1569.58624227     0.36016921     0.17853110
    33.46500000 14883.21568954 10349.82102210   541.76180057   346.26288688    99.64064683    42.61334851    -0.01590250     0.02032355     0.09163042    19.81892976     0.03017481     0.32648867  1569.55826188     0.36018450     0.17853549
    33.47000000 14884.94692598 10350.31909287   541.97488810   346.23168880    99.58766471    42.62166465    -0.01591068     0.02033471     0.09167082    19.81892976     0.03017481     0.32648867  1569.53028634     0.36019978     0.17853987
    33.47500000 14886.67800643 10350.81689875   542.18801721   346.20049172    99.53468763    42.62998095    -0.01591887     0.02034588     0.09171125    19.81892976     0.03017481     0.32648867  1569.50231565     0.36021503     0.17854425
    33.48000000 14888.40893089 10351.31443976   542.40118791   346.16929562    99.48171562    42.63829741    -0.01592706     0.02035705     0.09175168    19.81892976     0.03017481     0.32648867  1569.47434981     0.36023026     0.17854863
    33.48500000 14890.13969938 10351.81171592   542.61440019   346.13810050    99.42874866    42.64661401    -0.01593525     0.02036823     0.09179214    19.81892976     0.03017481     0.32648867  1569.44638881     0.36024546     0.17855301
    33.49000000 14891.87031190 10352.30872725   542.82765405   346.10690637    99.37578675    42.65493077    -0.01594345     0.02037942     0.09183261    19.81892976     0.03017481     0.32648867  1569.41843265     0.36026065     0.17855739
    33.49500000 14893.60076845 10352.80547379   543.04094949   346.07571322    99.32282989    42.66324768    -0.01595166     0.02039061     0.09187310    19.81892976     0.03017481     0.32648867  1569.39048134     0.36027581     0.17856177
    33.50000000 14895.33106904 10353.30195556   543.25428653   346.04452106    99.26987810    42.67156474    -0.01595986     0.02040180     0.09191360    19.81892976     0.03017481     0.32648867  1569.36253486     0.36029096     0.17856614
    33.50500000 14897.06121366 10353.79817258   543.46766514   346.01332987    99.21693135    42.67988196    -0.01596807     0.02041301     0.09195412    19.81892976     0.03017481     0.32648867  1569.33459322     0.36030608     0.17857051
    33.51000000 14898.79120234 10354.29412488   543.68108535   345.98213965    99.16398966    42.68819933    -0.01597629     0.02042421     0.09199466    19.81892976     0.03017481     0.32648867  1569.30665642     0.36032118     0.17857488
    33.51500000 14900.52103506 10354.78981249   543.89454714   345.95095041    99.11105302    42.69651685    -0.01598451     0.02043543     0.09203521    19.81892976     0.03017481     0.32648867  1569.27872445     0.36033625     0.17857925
    33.52000000 14902.25071184 10355.28523542   544.10805051   345.91976215    99.05812144    42.70483453    -0.01599273     0.02044665     0.09207579    19.81892976     0.03017481     0.32648867  1569.25079732     0.36035131     0.17858362
    33.52500000 14903.98023268 10355.78039371   544.32159548   345.88857485    99.00519491    42.71315235    -0.01600095     0.02045787     0.09211638    19.81892976     0.03017481     0.32648867  1569.22287501     0.36036634     0.17858799
    33.53000000 14905.70959759 10356.27528738   544.53518204   345.85738852    98.95227343    42.72147033    -0.01600918     0.02046910     0.09215698    19.81892976     0.03017481     0.32648867  1569.19495753     0.36038135     0.17859236
    33.53500000 14907.43880657 10356.76991645   544.74881019   345.82620316    98.89935701    42.72978847    -0.01601741     0.02048034     0.09219760    19.81892976     0.03017481     0.32648867  1569.16704488     0.36039634     0.17859672
    33.54000000 14909.16785962 10357.26428096   544.96247992   345.79501877    98.84644564    42.73810675    -0.01602565     0.02049159     0.09223824    19.81892976     0.03017481     0.32648867  1569.13913705     0.36041131     0.17860108
    33.54500000 14910.89675676 10357.75838092   545.17619125   345.76383534    98.79353932    42.74642519    -0.01603389     0.02050284     0.09227890    19.81892976     0.03017481     0.32648867  1569.11123404     0.36042626     0.17860544
    33.55000000 14912.62549798 10358.25221636   545.38994418   345.73265287    98.74063805    42.75474377    -0.01604214     0.02051409     0.09231957    19.81892976     0.03017481     0.32648867  1569.08333586     0.36044118     0.17860980
    33.55500000 14914.35408329 10358.74578731   545.60373869   345.70147136    98.68774184    42.76306251    -0.01605038     0.02052535     0.09236026    19.81892976     0.03017481     0.32648867  1569.05544249     0.36045608     0.17861416
    33.56000000 14916.08251269 10359.23909379   545.81757480   345.67029080    98.63485067    42.77138141    -0.01605864     0.02053662     0.09240097    19.81892976     0.03017481     0.32648867  1569.02755394     0.36047096     0.17861852
    33.56500000 14917.81078620 10359.73213582   546.03145251   345.63911121    98.58196456    42.77970045    -0.01606689     0.02054789     0.09244169    19.81892976     0.03017481     0.32648867  1568.99967021     0.36048581     0.17862287
    33.57000000 14919.53890381 10360.22491344   546.24537181   345.60793257    98.52908350    42.78801965    -0.01607515     0.02055917     0.09248243    19.81892976     0.03017481     0.32648867  1568.97179129     0.36050065     0.17862723
    33.57500000 14921.26686553 10360.71742667   546.45933270   345.57675488    98.47620750    42.79633899    -0.01608341     0.02057046     0.09252319    19.81892976     0.03017481     0.32648867  1568.94391718     0.36051546     0.17863158
    33.58000000 14922.99467136 10361.20967552   546.67333520   345.54557814    98.42333654    42.80465849    -0.01609168     0.02058175     0.09256397    19.81892976     0.03017481     0.32648867  1568.91604788     0.36053025     0.17863593
    33.58500000 14924.72232131 10361.70166004   546.88737929   345.51440236    98.37047064    42.81297814    -0.01609995     0.02059304     0.09260476    19.81892976     0.03017481     0.32648867  1568.88818339     0.36054502     0.17864028
    33.59000000 14926.44981538 10362.19338024   547.10146498   345.48322752    98.31760978    42.82129795    -0.01610823     0.02060435     0.09264556    19.81892976     0.03017481     0.32648867  1568.86032370     0.36055977     0.17864463
    33.59500000 14928.17715359 10362.68483615   547.31559227   345.45205362    98.26475398    42.82961790    -0.01611651     0.02061566     0.09268639    19.81892976     0.03017481     0.32648867  1568.83246882     0.36057449     0.17864898
    33.60000000 14929.90433592 10363.17602779   547.52976116   345.42088067    98.21190323    42.83793801    -0.01612479     0.02062697     0.09272723    19.81892976     0.03017481     0.32648867  1568.80461874     0.36058919     0.17865332
    33.60500000 14931.63136239 10363.66695519   547.74397165   345.38970866    98.15905752    42.84625826    -0.01613307     0.02063829     0.09276809    19.81892976     0.03017481     0.32648867  1568.77677346     0.36060387     0.17865766
    33.61000000 14933.35823301 10364.15761837   547.95822374   345.35853760    98.10621687    42.85457867    -0.01614136     0.02064962     0.09280897    19.81892976     0.03017481     0.32648867  1568.74893298     0.36061853     0.17866201
    33.61500000 14935.08494777 10364.64801736   548.17251743   345.32736747    98.05338127    42.86289923    -0.01614966     0.02066095     0.09284986    19.81892976     0.03017481     0.32648867  1568.72109729     0.36063316     0.17866635
    33.62000000 14936.81150669 10365.13815219   548.38685273   345.29619827    98.00055072    42.87121994    -0.01615795     0.02067229     0.09289077    19.81892976     0.03017481     0.32648867  1568.69326640     0.36064777     0.17867069
    33.62500000 14938.53790976 10365.62802288   548.60122963   345.26503002    97.94772522    42.87954080    -0.01616625     0.02068363     0.09293170    19.81892976     0.03017481     0.32648867  1568.66544031     0.36066236     0.17867502
    33.63000000 14940.26415699 10366.11762945   548.81564814   345.23386269    97.89490477    42.88786181    -0.01617456     0.02069498     0.09297264    19.81892976     0.03017481     0.32648867  1568.63761900     0.36067693     0.17867936
    33.63500000 14941.99024839 10366.60697194   549.03010825   345.20269630    97.84208937    42.89618297    -0.01618287     0.02070634     0.09301360    19.81892976     0.03017481     0.32648867  1568.60980248     0.36069147     0.17868370
    33.64000000 14943.71618395 10367.09605035   549.24460997   345.17153084    97.78927902    42.90450428    -0.01619118     0.02071770     0.09305458    19.81892976     0.03017481     0.32648867  1568.58199075     0.36070600     0.17868803
    33.64500000 14945.44196370 10367.58486473   549.45915330   345.14036630    97.73647371    42.91282574    -0.01619950     0.02072907     0.09309557    19.81892976     0.03017481     0.32648867  1568.55418381     0.36072050     0.17869236
    33.65000000 14947.16758762 10368.07341510   549.67373823   345.10920270    97.68367346    42.92114735    -0.01620782     0.02074044     0.09313658    19.81892976     0.03017481     0.32648867  1568.52638165     0.36073497     0.17869669
    33.65500000 14948.89305572 10368.56170148   549.88836477   345.07804001    97.63087825    42.92946912    -0.01621614     0.02075182     0.09317761    19.81892976     0.03017481     0.32648867  1568.49858427     0.36074943     0.17870102
    33.66000000 14950.61836802 10369.04972389   550.10303292   345.04687825    97.57808810    42.93779103    -0.01622447     0.02076321     0.09321866    19.81892976     0.03017481     0.32648867  1568.47079167     0.36076386     0.17870535
    33.66500000 14952.34352451 10369.53748237   550.31774268   345.01571742    97.52530299    42.94611309    -0.01623280     0.02077460     0.09325972    19.81892976     0.03017481     0.32648867  1568.44300385     0.36077827     0.17870967
    33.67000000 14954.06852519 10370.02497693   550.53249405   344.98455750    97.47252293    42.95443531    -0.01624114     0.02078600     0.09330080    19.81892976     0.03017481     0.32648867  1568.41522081     0.36079266     0.17871400
    33.67500000 14955.79337008 10370.51220760   550.74728703   344.95339850    97.41974792    42.96275767    -0.01624947     0.02079741     0.09334189    19.81892976     0.03017481     0.32648867  1568.38744254     0.36080702     0.17871832
    33.68000000 14957.51805918 10370.99917442   550.96212163   344.92224041    97.36697796    42.97108018    -0.01625782     0.02080882     0.09338301    19.81892976     0.03017481     0.32648867  1568.35966904     0.36082136     0.17872264
    33.68500000 14959.24259249 10371.48587739   551.17699783   344.89108324    97.31421305    42.97940284    -0.01626616     0.02082023     0.09342414    19.81892976     0.03017481     0.32648867  1568.33190032     0.36083568     0.17872696
    33.69000000 14960.96697002 10371.97231656   551.39191566   344.85992698    97.26145319    42.98772566    -0.01627451     0.02083165     0.09346528    19.81892976     0.03017481     0.32648867  1568.30413636     0.36084998     0.17873128
    33.69500000 14962.69119176 10372.45849193   551.60687509   344.82877164    97.20869837    42.99604862    -0.01628287     0.02084308     0.09350645    19.81892976     0.03017481     0.32648867  1568.27637717     0.36086425     0.17873560
    33.70000000 14964.41525773 10372.94440355   551.82187614   344.79761720    97.15594860    43.00437173    -0.01629123     0.02085452     0.09354763    19.81892976     0.03017481     0.32648867  1568.24862275     0.36087850     0.17873992
    33.70500000 14966.13916793 10373.43005143   552.03691881   344.76646367    97.10320388    43.01269499    -0.01629959     0.02086596     0.09358883    19.81892976     0.03017481     0.32648867  1568.22087309     0.36089273     0.17874423
    33.71000000 14967.86292237 10373.91543559   552.25200309   344.73531105    97.05046421    43.02101840    -0.01630795     0.02087740     0.09363004    19.81892976     0.03017481     0.32648867  1568.19312819     0.36090693     0.17874854
    33.71500000 14969.58652105 10374.40055608   552.46712899   344.70415933    96.99772958    43.02934196    -0.01631632     0.02088885     0.09367127    19.81892976     0.03017481     0.32648867  1568.16538805     0.36092112     0.17875285
    33.72000000 14971.30996397 10374.88541290   552.68229651   344.67300851    96.94500000    43.03766567    -0.01632470     0.02090031     0.09371252    19.81892976     0.03017481     0.32648867  1568.13765267     0.36093528     0.17875716
    33.72500000 14973.03325113 10375.37000609   552.89750565   344.64185860    96.89227547    43.04598953    -0.01633307     0.02091178     0.09375379    19.81892976     0.03017481     0.32648867  1568.10992204     0.36094941     0.17876147
    33.73000000 14974.75638255 10375.85433566   553.11275641   344.61070958    96.83955598    43.05431353    -0.01634146     0.02092325     0.09379507    19.81892976     0.03017481     0.32648867  1568.08219617     0.36096353     0.17876578
    33.73500000 14976.47935823 10376.33840165   553.32804879   344.57956146    96.78684155    43.06263769    -0.01634984     0.02093472     0.09383637    19.81892976     0.03017481     0.32648867  1568.05447505     0.36097762     0.17877009
    33.74000000 14978.20217817 10376.82220409   553.54338279   344.54841424    96.73413216    43.07096199    -0.01635823     0.02094620     0.09387769    19.81892976     0.03017481     0.32648867  1568.02675869     0.36099169     0.17877439
    33.74500000 14979.92484237 10377.30574298   553.75875841   344.51726791    96.68142781    43.07928644    -0.01636662     0.02095769     0.09391902    19.81892976     0.03017481     0.32648867  1567.99904707     0.36100573     0.17877869
    33.75000000 14981.64735085 10377.78901837   553.97417565   344.48612247    96.62872852    43.08761105    -0.01637502     0.02096919     0.09396038    19.81892976     0.03017481     0.32648867  1567.97134019     0.36101975     0.17878299
    33.75500000 14983.36970360 10378.27203028   554.18963452   344.45497793    96.57603427    43.09593580    -0.01638342     0.02098069     0.09400174    19.81892976     0.03017481     0.32648867  1567.94363807     0.36103375     0.17878729
    33.76000000 14985.09190063 10378.75477872   554.40513501   344.42383427    96.52334506    43.10426069    -0.01639182     0.02099219     0.09404313    19.81892976     0.03017481     0.32648867  1567.91594069     0.36104773     0.17879159
    33.76500000 14986.81394194 10379.23726374   554.62067712   344.39269151    96.47066091    43.11258574    -0.01640023     0.02100371     0.09408453    19.81892976     0.03017481     0.32648867  1567.88824804     0.36106168     0.17879589
    33.77000000 14988.53582755 10379.71948534   554.83626087   344.36154962    96.41798179    43.12091093    -0.01640864     0.02101522     0.09412595    19.81892976     0.03017481     0.32648867  1567.86056014     0.36107561     0.17880018
    33.77500000 14990.25755744 10380.20144356   555.05188623   344.33040863    96.36530773    43.12923628    -0.01641706     0.02102675     0.09416739    19.81892976     0.03017481     0.32648867  1567.83287698     0.36108952     0.17880448
    33.78000000 14991.97913164 10380.68313843   555.26755323   344.29926851    96.31263871    43.13756177    -0.01642548     0.02103828     0.09420884    19.81892976     0.03017481     0.32648867  1567.80519855     0.36110340     0.17880877
    33.78500000 14993.70055013 10381.16456996   555.48326185   344.26812928    96.25997474    43.14588741    -0.01643390     0.02104982     0.09425031    19.81892976     0.03017481     0.32648867  1567.77752485     0.36111726     0.17881306
    33.79000000 14995.42181293 10381.64573818   555.69901210   344.23699093    96.20731581    43.15421319    -0.01644233     0.02106136     0.09429180    19.81892976     0.03017481     0.32648867  1567.74985589     0.36113110     0.17881735
    33.79500000 14997.14292004 10382.12664312   555.91480398   344.20585345    96.15466193    43.16253913    -0.01645076     0.02107291     0.09433330    19.81892976     0.03017481     0.32648867  1567.72219166     0.36114491     0.17882164
    33.80000000 14998.86387147 10382.60728481   556.13063749   344.17471685    96.10201309    43.17086521    -0.01645919     0.02108446     0.09437482    19.81892976     0.03017481     0.32648867  1567.69453216     0.36115870     0.17882593
    33.80500000 15000.58466721 10383.08766326   556.34651264   344.14358112    96.04936930    43.17919144    -0.01646763     0.02109602     0.09441636    19.81892976     0.03017481     0.32648867  1567.66687738     0.36117247     0.17883021
    33.81000000 15002.30530728 10383.56777851   556.56242941   344.11244627    95.99673056    43.18751781    -0.01647607     0.02110759     0.09445792    19.81892976     0.03017481     0.32648867  1567.63922733     0.36118621     0.17883449
    33.81500000 15004.02579167 10384.04763058   556.77838781   344.08131229    95.94409686    43.19584434    -0.01648452     0.02111916     0.09449949    19.81892976     0.03017481     0.32648867  1567.61158201     0.36119994     0.17883878
    33.82000000 15005.74612040 10384.52721949   556.99438785   344.05017918    95.89146820    43.20417101    -0.01649297     0.02113074     0.09454108    19.81892976     0.03017481     0.32648867  1567.58394140     0.36121363     0.17884306
    33.82500000 15007.46629347 10385.00654527   557.21042952   344.01904694    95.83884460    43.21249783    -0.01650142     0.02114233     0.09458269    19.81892976     0.03017481     0.32648867  1567.55630552     0.36122731     0.17884734
    33.83000000 15009.18631087 10385.48560794   557.42651283   343.98791556    95.78622603    43.22082479    -0.01650988     0.02115392     0.09462431    19.81892976     0.03017481     0.32648867  1567.52867435     0.36124096     0.17885162
    33.83500000 15010.90617262 10385.96440754   557.64263777   343.95678505    95.73361251    43.22915190    -0.01651834     0.02116551     0.09466596    19.81892976     0.03017481     0.32648867  1567.50104789     0.36125459     0.17885589
    33.84000000 15012.62587873 10386.44294408   557.85880435   343.92565540    95.68100404    43.23747916    -0.01652680     0.02117712     0.09470761    19.81892976     0.03017481     0.32648867  1567.47342616     0.36126819     0.17886017
    33.84500000 15014.34542918 10386.92121759   558.07501256   343.89452662    95.62840061    43.24580657    -0.01653527     0.02118873     0.09474929    19.81892976     0.03017481     0.32648867  1567.44580913     0.36128177     0.17886444
    33.85000000 15016.06482399 10387.39922809   558.29126242   343.86339869    95.57580223    43.25413412    -0.01654375     0.02120034     0.09479098    19.81892976     0.03017481     0.32648867  1567.41819682     0.36129533     0.17886871
    33.85500000 15017.78406317 10387.87697562   558.50755391   343.83227163    95.52320889    43.26246182    -0.01655222     0.02121196     0.09483269    19.81892976     0.03017481     0.32648867  1567.39058921     0.36130886     0.17887298
    33.86000000 15019.50314671 10388.35446019   558.72388703   343.80114542    95.47062059    43.27078966    -0.01656070     0.02122359     0.09487442    19.81892976     0.03017481     0.32648867  1567.36298631     0.36132238     0.17887725
    33.86500000 15021.22207462 10388.83168183   558.94026180   343.77002006    95.41803734    43.27911765    -0.01656919     0.02123522     0.09491616    19.81892976     0.03017481     0.32648867  1567.33538811     0.36133586     0.17888152
    33.87000000 15022.94084691 10389.30864057   559.15667821   343.73889556    95.36545914    43.28744579    -0.01657768     0.02124686     0.09495792    19.81892976     0.03017481     0.32648867  1567.30779462     0.36134933     0.17888579
    33.87500000 15024.65946358 10389.78533643   559.37313626   343.70777192    95.31288598    43.29577407    -0.01658617     0.02125851     0.09499970    19.81892976     0.03017481     0.32648867  1567.28020583     0.36136277     0.17889005
    33.88000000 15026.37792463 10390.26176944   559.58963595   343.67664912    95.26031786    43.30410250    -0.01659466     0.02127016     0.09504150    19.81892976     0.03017481     0.32648867  1567.25262174     0.36137618     0.17889432
    33.88500000 15028.09623007 10390.73793962   559.80617729   343.64552717    95.20775479    43.31243108    -0.01660316     0.02128182     0.09508331    19.81892976     0.03017481     0.32648867  1567.22504235     0.36138958     0.17889858
    33.89000000 15029.81437991 10391.21384699   560.02276026   343.61440607    95.15519676    43.32075980    -0.01661167     0.02129348     0.09512514    19.81892976     0.03017481     0.32648867  1567.19746765     0.36140294     0.17890284
    33.89500000 15031.53237414 10391.68949159   560.23938488   343.58328582    95.10264378    43.32908867    -0.01662018     0.02130515     0.09516699    19.81892976     0.03017481     0.32648867  1567.16989765     0.36141629     0.17890710
    33.90000000 15033.25021277 10392.16487344   560.45605115   343.55216641    95.05009584    43.33741768    -0.01662869     0.02131683     0.09520885    19.81892976     0.03017481     0.32648867  1567.14233234     0.36142961     0.17891136
    33.90500000 15034.96789580 10392.63999256   560.67275906   343.52104784    94.99755294    43.34574684    -0.01663720     0.02132851     0.09525073    19.81892976     0.03017481     0.32648867  1567.11477172     0.36144291     0.17891561
    33.91000000 15036.68542325 10393.11484898   560.88950862   343.48993012    94.94501509    43.35407614    -0.01664572     0.02134020     0.09529263    19.81892976     0.03017481     0.32648867  1567.08721579     0.36145619     0.17891987
    33.91500000 15038.40279510 10393.58944272   561.10629982   343.45881324    94.89248228    43.36240559    -0.01665424     0.02135189     0.09533455    19.81892976     0.03017481     0.32648867  1567.05966455     0.36146944     0.17892412
    33.92000000 15040.12001138 10394.06377381   561.32313268   343.42769719    94.83995452    43.37073518    -0.01666277     0.02136359     0.09537648    19.81892976     0.03017481     0.32648867  1567.03211799     0.36148266     0.17892837
    33.92500000 15041.83707208 10394.53784227   561.54000718   343.39658198    94.78743180    43.37906492    -0.01667130     0.02137530     0.09541843    19.81892976     0.03017481     0.32648867  1567.00457611     0.36149587     0.17893262
    33.93000000 15043.55397720 10395.01164814   561.75692332   343.36546761    94.73491412    43.38739481    -0.01667984     0.02138701     0.09546040    19.81892976     0.03017481     0.32648867  1566.97703892     0.36150905     0.17893687
    33.93500000 15045.27072675 10395.48519142   561.97388112   343.33435407    94.68240149    43.39572483    -0.01668837     0.02139873     0.09550238    19.81892976     0.03017481     0.32648867  1566.94950641     0.36152220     0.17894112
    33.94000000 15046.98732074 10395.95847216   562.19088057   343.30324136    94.62989390    43.40405501    -0.01669692     0.02141046     0.09554438    19.81892976     0.03017481     0.32648867  1566.92197857     0.36153534     0.17894537
    33.94500000 15048.70375917 10396.43149037   562.40792167   343.27212948    94.57739135    43.41238533    -0.01670546     0.02142219     0.09558640    19.81892976     0.03017481     0.32648867  1566.89445541     0.36154844     0.17894961
    33.95000000 15050.42004204 10396.90424608   562.62500443   343.24101844    94.52489385    43.42071579    -0.01671401     0.02143392     0.09562844    19.81892976     0.03017481     0.32648867  1566.86693692     0.36156153     0.17895385
    33.95500000 15052.13616936 10397.37673932   562.84212883   343.20990822    94.47240139    43.42904639    -0.01672257     0.02144567     0.09567049    19.81892976     0.03017481     0.32648867  1566.83942311     0.36157459     0.17895810
    33.96000000 15053.85214112 10397.84897010   563.05929489   343.17879883    94.41991398    43.43737715    -0.01673112     0.02145742     0.09571256    19.81892976     0.03017481     0.32648867  1566.81191397     0.36158762     0.17896234
    33.96500000 15055.56795734 10398.32093847   563.27650260   343.14769026    94.36743161    43.44570804    -0.01673969     0.02146917     0.09575465    19.81892976     0.03017481     0.32648867  1566.78440949     0.36160064     0.17896658
    33.97000000 15057.28361803 10398.79264443   563.49375197   343.11658251    94.31495428    43.45403908    -0.01674825     0.02148093     0.09579675    19.81892976     0.03017481     0.32648867  1566.75690969     0.36161363     0.17897081
    33.97500000 15058.99912317 10399.26408802   563.71104299   343.08547559    94.26248199    43.46237026    -0.01675682     0.02149270     0.09583887    19.81892976     0.03017481     0.32648867  1566.72941455     0.36162659     0.17897505
    33.98000000 15060.71447278 10399.73526926   563.92837567   343.05436949    94.21001475    43.47070159    -0.01676539     0.02150448     0.09588101    19.81892976     0.03017481     0.32648867  1566.70192407     0.36163953     0.17897928
    33.98500000 15062.42966687 10400.20618817   564.14575001   343.02326420    94.15755255    43.47903306    -0.01677397     0.02151626     0.09592317    19.81892976     0.03017481     0.32648867  1566.67443825     0.36165245     0.17898352
    33.99000000 15064.14470543 10400.67684479   564.36316601   342.99215974    94.10509540    43.48736468    -0.01678255     0.02152804     0.09596534    19.81892976     0.03017481     0.32648867  1566.64695710     0.36166534     0.17898775
    33.99500000 15065.85958847 10401.14723914   564.58062366   342.96105609    94.05264329    43.49569644    -0.01679114     0.02153983     0.09600753    19.81892976     0.03017481     0.32648867  1566.61948060     0.36167821     0.17899198
    34.00000000 15067.57431599 10401.61737123   564.79812297   342.92995325    94.00019622    43.50402834    -0.01679972     0.02155163     0.09604974    19.81892976     0.03017481     0.32648867  1566.59200875     0.36169105     0.17899621
    34.00500000 15069.28888800 10402.08724111   565.01566394   342.89885123    93.94775419    43.51236038    -0.01680832     0.02156344     0.09609197    19.81892976     0.03017481     0.32648867  1566.56454157     0.36170387     0.17900044
    34.01000000 15071.00330450 10402.55684878   565.23324657   342.86775002    93.89531721    43.52069257    -0.01681691     0.02157525     0.09613421    19.81892976     0.03017481     0.32648867  1566.53707903     0.36171667     0.17900466
    34.01500000 15072.71756550 10403.02619429   565.45087087   342.83664962    93.84288527    43.52902491    -0.01682551     0.02158707     0.09617647    19.81892976     0.03017481     0.32648867  1566.50962115     0.36172944     0.17900889
    34.02000000 15074.43167100 10403.49527764   565.66853682   342.80555002    93.79045838    43.53735738    -0.01683412     0.02159889     0.09621874    19.81892976     0.03017481     0.32648867  1566.48216791     0.36174219     0.17901311
    34.02500000 15076.14562100 10403.96409888   565.88624444   342.77445124    93.73803652    43.54569000    -0.01684273     0.02161072     0.09626104    19.81892976     0.03017481     0.32648867  1566.45471932     0.36175491     0.17901733
    34.03000000 15077.85941551 10404.43265802   566.10399372   342.74335326    93.68561971    43.55402276    -0.01685134     0.02162255     0.09630335    19.81892976     0.03017481     0.32648867  1566.42727538     0.36176761     0.17902155
    34.03500000 15079.57305454 10404.90095508   566.32178467   342.71225608    93.63320795    43.56235566    -0.01685995     0.02163440     0.09634568    19.81892976     0.03017481     0.32648867  1566.39983608     0.36178029     0.17902577
    34.04000000 15081.28653808 10405.36899010   566.53961728   342.68115971    93.58080122    43.57068871    -0.01686857     0.02164624     0.09638802    19.81892976     0.03017481     0.32648867  1566.37240142     0.36179294     0.17902999
    34.04500000 15082.99986614 10405.83676310   566.75749156   342.65006414    93.52839954    43.57902190    -0.01687720     0.02165810     0.09643039    19.81892976     0.03017481     0.32648867  1566.34497141     0.36180557     0.17903420
    34.05000000 15084.71303872 10406.30427411   566.97540750   342.61896937    93.47600290    43.58735523    -0.01688582     0.02166996     0.09647277    19.81892976     0.03017481     0.32648867  1566.31754603     0.36181817     0.17903842
    34.05500000 15086.42605583 10406.77152314   567.19336511   342.58787539    93.42361131    43.59568870    -0.01689445     0.02168182     0.09651517    19.81892976     0.03017481     0.32648867  1566.29012529     0.36183075     0.17904263
    34.06000000 15088.13891747 10407.23851023   567.41136439   342.55678222    93.37122476    43.60402232    -0.01690309     0.02169370     0.09655758    19.81892976     0.03017481     0.32648867  1566.26270918     0.36184330     0.17904684
    34.06500000 15089.85162365 10407.70523540   567.62940533   342.52568984    93.31884325    43.61235607    -0.01691173     0.02170558     0.09660001    19.81892976     0.03017481     0.32648867  1566.23529770     0.36185583     0.17905105
    34.07000000 15091.56417437 10408.17169867   567.84748795   342.49459825    93.26646678    43.62068997    -0.01692037     0.02171746     0.09664246    19.81892976     0.03017481     0.32648867  1566.20789086     0.36186834     0.17905526
    34.07500000 15093.27656964 10408.63790007   568.06561223   342.46350746    93.21409536    43.62902401    -0.01692902     0.02172935     0.09668493    19.81892976     0.03017481     0.32648867  1566.18048865     0.36188082     0.17905947
    34.08000000 15094.98880945 10409.10383963   568.28377819   342.43241745    93.16172898    43.63735820    -0.01693767     0.02174125     0.09672741    19.81892976     0.03017481     0.32648867  1566.15309106     0.36189327     0.17906368
    34.08500000 15096.70089381 10409.56951737   568.50198581   342.40132824    93.10936764    43.64569252    -0.01694632     0.02175315     0.09676992    19.81892976     0.03017481     0.32648867  1566.12569810     0.36190570     0.17906788
