           time              x              y              z             vx             vy             vz            yox            yoy            yoz             mi            Ix0            CG0             p0            Cd0            Cdb
     0.00000000     0.00000000     0.00000000     0.00000000   633.56767594   633.56767594     0.00000000     0.00000000     0.00000000     0.00000000    20.33082667     0.03759000     0.40763200  1997.45748026     0.23150733     0.11237738
     0.00500000     3.16734498     3.16722263    -0.00000163   633.37044071   633.32150371    -0.00065106     0.00000002    -0.00000002     0.00000126    20.33082588     0.03759000     0.40763200  1997.28350166     0.23155653     0.11241595
     0.01000000     6.33370564     6.33321629    -0.00000650   633.17394208   633.07608339    -0.00129773     0.00000003    -0.00000003     0.00000252    20.33082358     0.03759000     0.40763200  1997.10963360     0.23160557     0.11245440
     0.01500000     9.49908551     9.49798460    -0.00001460   632.97810677   632.83134161    -0.00194000     0.00000005    -0.00000005     0.00000378    20.33081997     0.03759000     0.40763200  1996.93587588     0.23165449     0.11249273
     0.02000000    12.66348761    12.66153064    -0.00002590   632.78281293   632.58715646    -0.00257788     0.00000007    -0.00000007     0.00000504    20.33081534     0.03759000     0.40763200  1996.76222829     0.23170330     0.11253097
     0.02500000    15.82691426    15.82385681    -0.00004037   632.58789470   632.34336205    -0.00321137     0.00000008    -0.00000008     0.00000631    20.33081012     0.03759000     0.40763200  1996.58869068     0.23175206     0.11256914
     0.03000000    18.98936691    18.98496464    -0.00005800   632.39319219   632.09979850    -0.00384049     0.00000010    -0.00000010     0.00000757    20.33080473     0.03759000     0.40763200  1996.41526291     0.23180079     0.11260729
     0.03500000    22.15084636    22.14485500    -0.00007877   632.19860144   631.85636190    -0.00446523     0.00000012    -0.00000012     0.00000884    20.33079943     0.03759000     0.40763200  1996.24194486     0.23184952     0.11264543
     0.04000000    25.31135304    25.30352840    -0.00010265   632.00407896   631.61300874    -0.00508561     0.00000013    -0.00000013     0.00001011    20.33079433     0.03759000     0.40763199  1996.06873645     0.23189827     0.11268356
     0.04500000    28.47088729    28.46098525    -0.00012962   631.80963873   631.36975301    -0.00570162     0.00000015    -0.00000015     0.00001138    20.33078939     0.03759000     0.40763199  1995.89563758     0.23194704     0.11272169
     0.05000000    31.62944963    31.61722615    -0.00015966   631.61531970   631.12663360    -0.00631327     0.00000016    -0.00000016     0.00001265    20.33078453     0.03759000     0.40763199  1995.72264815     0.23199580     0.11275981
     0.05500000    34.78704074    34.77225187    -0.00019274   631.42115322   630.88368185    -0.00692056     0.00000018    -0.00000018     0.00001393    20.33077964     0.03759000     0.40763199  1995.54976805     0.23204456     0.11279792
     0.06000000    37.94366145    37.92606329    -0.00022885   631.22716014   630.64091855    -0.00752350     0.00000020    -0.00000020     0.00001520    20.33077469     0.03759000     0.40763199  1995.37699718     0.23209331     0.11283600
     0.06500000    41.09931265    41.07866138    -0.00026797   631.03335044   630.39835366    -0.00812210     0.00000021    -0.00000021     0.00001648    20.33076964     0.03759000     0.40763198  1995.20433541     0.23214204     0.11287405
     0.07000000    44.25399525    44.23004715    -0.00031007   630.83971967   630.15598270    -0.00871636     0.00000023    -0.00000023     0.00001776    20.33076450     0.03759000     0.40763198  1995.03178265     0.23219076     0.11291209
     0.07500000    47.40771011    47.38022150    -0.00035513   630.64624533   629.91378318    -0.00930628     0.00000024    -0.00000024     0.00001904    20.33075934     0.03759000     0.40763198  1994.85933877     0.23223947     0.11295010
     0.08000000    50.56045790    50.52918520    -0.00040312   630.45288655   629.67171427    -0.00989186     0.00000026    -0.00000026     0.00002032    20.33075426     0.03759000     0.40763197  1994.68700367     0.23228819     0.11298811
     0.08500000    53.71223907    53.67693877    -0.00045404   630.25958837   629.42972107    -0.01047312     0.00000027    -0.00000027     0.00002160    20.33074939     0.03759000     0.40763197  1994.51477726     0.23233692     0.11302611
     0.09000000    56.86305384    56.82348249    -0.00050785   630.06632870   629.18778148    -0.01105006     0.00000029    -0.00000029     0.00002289    20.33074480     0.03759000     0.40763196  1994.34265945     0.23238568     0.11306412
     0.09500000    60.01290251    59.96881676    -0.00056453   629.87316516   628.94595307    -0.01162269     0.00000030    -0.00000030     0.00002417    20.33074033     0.03759000     0.40763196  1994.17065015     0.23243444     0.11310212
     0.10000000    63.16178589    63.11294244    -0.00062407   629.68023937   628.70437723    -0.01219099     0.00000032    -0.00000032     0.00002546    20.33073562     0.03759000     0.40763196  1993.99874924     0.23248318     0.11314009
     0.10500000    66.30970567    66.25586131    -0.00068643   629.48776781   628.46327006    -0.01275499     0.00000033    -0.00000033     0.00002675    20.33073012     0.03759000     0.40763195  1993.82695660     0.23253183     0.11317798
     0.11000000    69.45666465    69.39757625    -0.00075161   629.29594134   628.22282204    -0.01331467     0.00000035    -0.00000035     0.00002804    20.33072334     0.03759000     0.40763195  1993.65527203     0.23258035     0.11321575
     0.11500000    72.60266627    72.53809075    -0.00081957   629.10482487   627.98309787    -0.01387004     0.00000036    -0.00000036     0.00002934    20.33071510     0.03758999     0.40763194  1993.48369533     0.23262873     0.11325340
     0.12000000    75.74771397    75.67740833    -0.00089030   628.91434824   627.74402740    -0.01442110     0.00000038    -0.00000038     0.00003063    20.33070559     0.03758999     0.40763193  1993.31222631     0.23267698     0.11329094
     0.12500000    78.89181050    78.81553179    -0.00096378   628.72431567   627.50541515    -0.01496787     0.00000039    -0.00000039     0.00003193    20.33069531     0.03758999     0.40763193  1993.14086477     0.23272514     0.11332840
     0.13000000    82.03495750    81.95246287    -0.00103998   628.53450935   627.26704366    -0.01551035     0.00000041    -0.00000041     0.00003322    20.33068482     0.03758999     0.40763192  1992.96961059     0.23277329     0.11336583
     0.13500000    85.17715573    85.08820239    -0.00111887   628.34479295   627.02877686    -0.01604855     0.00000042    -0.00000042     0.00003452    20.33067446     0.03758999     0.40763191  1992.79846365     0.23282144     0.11340325
     0.14000000    88.31840550    88.22275073    -0.00120045   628.15512099   626.79056936    -0.01658247     0.00000044    -0.00000044     0.00003582    20.33066435     0.03758999     0.40763190  1992.62742388     0.23286960     0.11344067
     0.14500000    91.45870708    91.35610825    -0.00128469   627.96553315   626.55246074    -0.01711212     0.00000045    -0.00000045     0.00003713    20.33065439     0.03758999     0.40763190  1992.45649117     0.23291778     0.11347809
     0.15000000    94.59806108    94.48827561    -0.00137157   627.77609175   626.31451317    -0.01763751     0.00000046    -0.00000046     0.00003843    20.33064443     0.03758999     0.40763189  1992.28566544     0.23296596     0.11351549
     0.15500000    97.73646828    97.61925369    -0.00146106   627.58681923   626.07674903    -0.01815862     0.00000048    -0.00000048     0.00003974    20.33063439     0.03758999     0.40763188  1992.11494656     0.23301412     0.11355287
     0.16000000   100.87392951   100.74904337    -0.00155315   627.39769251   625.83914527    -0.01867548     0.00000049    -0.00000049     0.00004104    20.33062435     0.03758999     0.40763187  1991.94433445     0.23306227     0.11359024
     0.16500000   104.01044535   103.87764531    -0.00164781   627.20864868   625.60163912    -0.01918809     0.00000051    -0.00000051     0.00004235    20.33061446     0.03758999     0.40763185  1991.77382899     0.23311043     0.11362759
     0.17000000   107.14601607   107.00505985    -0.00174502   627.01964776   625.36419069    -0.01969645     0.00000052    -0.00000052     0.00004366    20.33060482     0.03758999     0.40763184  1991.60343010     0.23315862     0.11366496
     0.17500000   110.28064196   110.13128738    -0.00184476   626.83073532   625.12684544    -0.02020056     0.00000053    -0.00000053     0.00004497    20.33059531     0.03758998     0.40763183  1991.43313770     0.23320681     0.11370231
     0.18000000   113.41432379   113.25632870    -0.00194702   626.64204824   624.88973985    -0.02070043     0.00000055    -0.00000055     0.00004629    20.33058560     0.03758998     0.40763182  1991.26295167     0.23325498     0.11373963
     0.18500000   116.54706319   116.38018554    -0.00205176   626.45380512   624.65309187    -0.02119605     0.00000056    -0.00000056     0.00004760    20.33057510     0.03758998     0.40763181  1991.09287188     0.23330306     0.11377688
     0.19000000   119.67886292   119.50286072    -0.00215897   626.26620167   624.41709658    -0.02168743     0.00000057    -0.00000057     0.00004892    20.33056333     0.03758998     0.40763179  1990.92289816     0.23335101     0.11381401
     0.19500000   122.80972639   122.62435772    -0.00226863   626.07930616   624.18182195    -0.02217455     0.00000059    -0.00000059     0.00005024    20.33055011     0.03758998     0.40763178  1990.75303030     0.23339882     0.11385102
     0.20000000   125.93965705   125.74468003    -0.00238071   625.89304993   623.94719943    -0.02265743     0.00000060    -0.00000060     0.00005156    20.33053560     0.03758998     0.40763176  1990.58326811     0.23344649     0.11388791
     0.20500000   129.06865763   128.86383047    -0.00249520   625.70723694   623.71303350    -0.02313608     0.00000061    -0.00000061     0.00005288    20.33052032     0.03758998     0.40763175  1990.41361140     0.23349408     0.11392472
     0.21000000   132.19672979   131.98181076    -0.00261206   625.52164816   623.47910577    -0.02361051     0.00000063    -0.00000063     0.00005420    20.33050482     0.03758998     0.40763173  1990.24406004     0.23354165     0.11396150
     0.21500000   135.32387425   135.09862169    -0.00273129   625.33614596   623.24527904    -0.02408073     0.00000064    -0.00000064     0.00005553    20.33048945     0.03758997     0.40763171  1990.07461393     0.23358922     0.11399828
     0.22000000   138.45009131   138.21426363    -0.00285287   625.15068356   623.01150667    -0.02454675     0.00000065    -0.00000065     0.00005685    20.33047434     0.03758997     0.40763170  1989.90527299     0.23363681     0.11403506
     0.22500000   141.57538122   141.32873691    -0.00297676   624.96529937   622.77782695    -0.02500857     0.00000066    -0.00000066     0.00005818    20.33045939     0.03758997     0.40763168  1989.73603712     0.23368441     0.11407183
     0.23000000   144.69974454   144.44204216    -0.00310294   624.78005546   622.54430170    -0.02546618     0.00000068    -0.00000068     0.00005951    20.33044443     0.03758997     0.40763166  1989.56690624     0.23373200     0.11410859
     0.23500000   147.82318205   147.55418023    -0.00323141   624.59497594   622.31095495    -0.02591960     0.00000069    -0.00000069     0.00006084    20.33042941     0.03758997     0.40763164  1989.39788023     0.23377958     0.11414533
     0.24000000   150.94569454   150.66515198    -0.00336213   624.41004140   622.07776733    -0.02636883     0.00000070    -0.00000070     0.00006217    20.33041438     0.03758996     0.40763162  1989.22895899     0.23382716     0.11418205
     0.24500000   154.06728261   153.77495807    -0.00349509   624.22519420   621.84468140    -0.02681388     0.00000071    -0.00000071     0.00006351    20.33039947     0.03758996     0.40763159  1989.06014243     0.23387474     0.11421876
     0.25000000   157.18794656   156.88359890    -0.00363026   624.04039660   621.61165956    -0.02725475     0.00000073    -0.00000073     0.00006484    20.33038479     0.03758996     0.40763157  1988.89143046     0.23392234     0.11425547
     0.25500000   160.30768672   159.99107484    -0.00376763   623.85568885   621.37874190    -0.02769144     0.00000074    -0.00000074     0.00006618    20.33037024     0.03758996     0.40763155  1988.72282300     0.23396995     0.11429218
     0.26000000   163.42650380   163.09738669    -0.00390717   623.67119448   621.14605143    -0.02812396     0.00000075    -0.00000075     0.00006752    20.33035550     0.03758996     0.40763152  1988.55431994     0.23401753     0.11432885
     0.26500000   166.54439935   166.20253606    -0.00404886   623.48711231   620.91378614    -0.02855229     0.00000076    -0.00000076     0.00006886    20.33034005     0.03758995     0.40763150  1988.38592114     0.23406503     0.11436546
     0.27000000   169.66137593   169.30652558    -0.00419269   623.30362935   620.68213220    -0.02897644     0.00000077    -0.00000077     0.00007020    20.33032342     0.03758995     0.40763147  1988.21762645     0.23411241     0.11440196
     0.27500000   172.77743680   172.40935855    -0.00433862   623.12083370   620.45117725    -0.02939639     0.00000079    -0.00000079     0.00007155    20.33030538     0.03758995     0.40763145  1988.04943568     0.23415965     0.11443833
     0.28000000   175.89258539   175.51103849    -0.00448665   622.93870666   620.22090256    -0.02981216     0.00000080    -0.00000080     0.00007289    20.33028598     0.03758995     0.40763142  1987.88134862     0.23420674     0.11447458
     0.28500000   179.00682478   178.61156852    -0.00463674   622.75712631   619.99118665    -0.03022375     0.00000081    -0.00000081     0.00007424    20.33026552     0.03758994     0.40763139  1987.71336508     0.23425373     0.11451074
     0.29000000   182.12015725   181.71095098    -0.00478888   622.57590645   619.76184408    -0.03063118     0.00000082    -0.00000082     0.00007559    20.33024449     0.03758994     0.40763136  1987.54548492     0.23430065     0.11454683
     0.29500000   185.23258409   184.80918723    -0.00494304   622.39483554   619.53266422    -0.03103446     0.00000083    -0.00000083     0.00007694    20.33022343     0.03758994     0.40763133  1987.37770801     0.23434756     0.11458291
     0.30000000   188.34410547   187.90627751    -0.00509921   622.21368026   619.30341481    -0.03143362     0.00000084    -0.00000084     0.00007829    20.33020294     0.03758994     0.40763130  1987.21003427     0.23439452     0.11461901
     0.30500000   191.45472034   191.00222085    -0.00525737   622.03219448   619.07385090    -0.03182866     0.00000086    -0.00000085     0.00007964    20.33018364     0.03758993     0.40763126  1987.04246367     0.23444159     0.11465519
     0.31000000   194.56442658   194.09701521    -0.00541749   621.85021839   618.84381350    -0.03221961     0.00000087    -0.00000087     0.00008100    20.33016594     0.03758993     0.40763123  1986.87499620     0.23448882     0.11469148
     0.31500000   197.67322174   197.19065822    -0.00557956   621.66777747   618.61332806    -0.03260647     0.00000088    -0.00000088     0.00008236    20.33014979     0.03758993     0.40763119  1986.70763189     0.23453619     0.11472786
     0.32000000   200.78110394   200.28314810    -0.00574355   621.48509148   618.38261333    -0.03298923     0.00000089    -0.00000089     0.00008372    20.33013461     0.03758992     0.40763116  1986.54037072     0.23458366     0.11476431
     0.32500000   203.88807290   203.37448463    -0.00590945   621.30255769   618.15206459    -0.03336787     0.00000090    -0.00000090     0.00008508    20.33011940     0.03758992     0.40763112  1986.37321264     0.23463111     0.11480074
     0.33000000   206.99413043   206.46466968    -0.00607722   621.12056700   617.92207075    -0.03374237     0.00000091    -0.00000091     0.00008644    20.33010313     0.03758992     0.40763108  1986.20615750     0.23467846     0.11483706
     0.33500000   210.09927983   209.55370661    -0.00624686   620.93932026   617.69283155    -0.03411272     0.00000092    -0.00000092     0.00008780    20.33008531     0.03758991     0.40763105  1986.03920511     0.23472564     0.11487326
     0.34000000   213.20352488   212.64159926    -0.00641834   620.75881161   617.46434101    -0.03447892     0.00000093    -0.00000093     0.00008916    20.33006595     0.03758991     0.40763101  1985.87235527     0.23477266     0.11490932
     0.34500000   216.30686884   215.72835094    -0.00659164   620.57884060   617.23639968    -0.03484099     0.00000094    -0.00000094     0.00009053    20.33004555     0.03758991     0.40763097  1985.70560777     0.23481958     0.11494528
     0.35000000   219.40931374   218.81396373    -0.00676675   620.39914540   617.00874705    -0.03519894     0.00000095    -0.00000095     0.00009190    20.33002479     0.03758990     0.40763092  1985.53896249     0.23486645     0.11498120
     0.35500000   222.51086044   221.89843857    -0.00694363   620.21953583   616.78119394    -0.03555280     0.00000096    -0.00000096     0.00009327    20.33000416     0.03758990     0.40763088  1985.37241931     0.23491332     0.11501711
     0.36000000   225.61150906   224.98177566    -0.00712227   620.03990543   616.55363450    -0.03590258     0.00000097    -0.00000097     0.00009464    20.32998393     0.03758989     0.40763084  1985.20597815     0.23496023     0.11505304
     0.36500000   228.71125941   228.06397486    -0.00730265   619.86023028   616.32604494    -0.03624829     0.00000098    -0.00000098     0.00009601    20.32996415     0.03758989     0.40763079  1985.03963896     0.23500718     0.11508898
     0.37000000   231.81011136   231.14503613    -0.00748474   619.68055573   616.09847037    -0.03658993     0.00000099    -0.00000099     0.00009739    20.32994471     0.03758989     0.40763075  1984.87340165     0.23505416     0.11512494
     0.37500000   234.90806513   234.22495976    -0.00766854   619.50098321   615.87101162    -0.03692748     0.00000100    -0.00000100     0.00009876    20.32992536     0.03758988     0.40763070  1984.70726616     0.23510114     0.11516088
     0.38000000   238.00512162   237.30374669    -0.00785401   619.32166902   615.64382405    -0.03726095     0.00000101    -0.00000101     0.00010014    20.32990569     0.03758988     0.40763065  1984.54123238     0.23514808     0.11519678
     0.38500000   241.10128260   240.38139879    -0.00804114   619.14281695   615.41711022    -0.03759032     0.00000102    -0.00000102     0.00010152    20.32988517     0.03758987     0.40763060  1984.37530017     0.23519493     0.11523261
     0.39000000   244.19655085   243.45791888    -0.00822991   618.96459805   615.19104005    -0.03791559     0.00000103    -0.00000103     0.00010290    20.32986338     0.03758987     0.40763055  1984.20946937     0.23524164     0.11526832
     0.39500000   247.29092974   246.53331037    -0.00842029   618.78707024   614.96567103    -0.03823674     0.00000104    -0.00000104     0.00010429    20.32984016     0.03758986     0.40763050  1984.04373976     0.23528821     0.11530390
     0.40000000   250.38442261   249.60757666    -0.00861227   618.61017109   614.74094101    -0.03855378     0.00000105    -0.00000105     0.00010567    20.32981566     0.03758986     0.40763045  1983.87811118     0.23533464     0.11533936
     0.40500000   253.47703221   252.68072055    -0.00880582   618.43372541   614.51667580    -0.03886674     0.00000106    -0.00000106     0.00010706    20.32979034     0.03758985     0.40763040  1983.71258344     0.23538097     0.11537475
     0.41000000   256.56876027   255.75274385    -0.00900093   618.25752818   614.29267163    -0.03917564     0.00000107    -0.00000107     0.00010844    20.32976473     0.03758985     0.40763034  1983.54715642     0.23542728     0.11541010
     0.41500000   259.65960764   258.82364745    -0.00919757   618.08142752   614.06877754    -0.03948048     0.00000108    -0.00000108     0.00010983    20.32973920     0.03758984     0.40763029  1983.38183001     0.23547358     0.11544544
     0.42000000   262.74957455   261.89343165    -0.00939573   617.90533217   613.84490289    -0.03978129     0.00000109    -0.00000108     0.00011122    20.32971400     0.03758984     0.40763023  1983.21660413     0.23551991     0.11548079
     0.42500000   265.83866092   264.96209645    -0.00959538   617.72921152   613.62101726    -0.04007808     0.00000109    -0.00000109     0.00011262    20.32968920     0.03758983     0.40763017  1983.05147871     0.23556627     0.11551615
     0.43000000   268.92686667   268.02964185    -0.00979650   617.55309574   613.39715062    -0.04037083     0.00000110    -0.00000110     0.00011401    20.32966473     0.03758983     0.40763011  1982.88645369     0.23561266     0.11555152
     0.43500000   272.01419203   271.09606814    -0.00999908   617.37707591   613.17339346    -0.04065956     0.00000111    -0.00000111     0.00011541    20.32964035     0.03758982     0.40763005  1982.72152899     0.23565905     0.11558688
     0.44000000   275.10063784   274.16137622    -0.01020309   617.20130405   612.94989672    -0.04094424     0.00000112    -0.00000112     0.00011680    20.32961567     0.03758982     0.40762999  1982.55670451     0.23570541     0.11562220
     0.44500000   278.18620583   277.22556788    -0.01040851   617.02598546   612.72686425    -0.04122486     0.00000113    -0.00000113     0.00011820    20.32959016     0.03758981     0.40762992  1982.39198010     0.23575167     0.11565745
     0.45000000   281.27089875   280.28864593    -0.01061533   616.85129512   612.50446974    -0.04150141     0.00000114    -0.00000114     0.00011960    20.32956338     0.03758980     0.40762986  1982.22735561     0.23579780     0.11569257
     0.45500000   284.35471994   283.35061375    -0.01082352   616.67729412   612.28277376    -0.04177388     0.00000115    -0.00000114     0.00012101    20.32953516     0.03758980     0.40762979  1982.06283085     0.23584377     0.11572758
     0.46000000   287.43767275   286.41147474    -0.01103306   616.50392211   612.06171628    -0.04204229     0.00000115    -0.00000115     0.00012241    20.32950567     0.03758979     0.40762972  1981.89840562     0.23588961     0.11576246
     0.46500000   290.51975992   289.47123169    -0.01124394   616.33100483   611.84112420    -0.04230664     0.00000116    -0.00000116     0.00012381    20.32947535     0.03758979     0.40762965  1981.73407976     0.23593536     0.11579727
     0.47000000   293.60098321   292.52988641    -0.01145612   616.15833677   611.62079345    -0.04256697     0.00000117    -0.00000117     0.00012522    20.32944472     0.03758978     0.40762958  1981.56985313     0.23598107     0.11583203
     0.47500000   296.68134344   295.58743980    -0.01166960   615.98576379   611.40057102    -0.04282329     0.00000118    -0.00000118     0.00012663    20.32941418     0.03758977     0.40762951  1981.40572564     0.23602678     0.11586679
     0.48000000   299.76084084   298.64389214    -0.01188435   615.81319065   611.18036235    -0.04307563     0.00000118    -0.00000118     0.00012804    20.32938397     0.03758977     0.40762943  1981.24169721     0.23607251     0.11590155
     0.48500000   302.83947528   301.69924339    -0.01210035   615.64058138   610.96013175    -0.04332398     0.00000119    -0.00000119     0.00012945    20.32935419     0.03758976     0.40762935  1981.07776777     0.23611828     0.11593634
     0.49000000   305.91724664   304.75349347    -0.01231758   615.46796402   610.73990705    -0.04356836     0.00000120    -0.00000120     0.00013087    20.32932475     0.03758975     0.40762928  1980.91393725     0.23616408     0.11597113
     0.49500000   308.99415507   307.80664262    -0.01253603   615.29543534   610.51978429    -0.04380874     0.00000121    -0.00000121     0.00013228    20.32929542     0.03758974     0.40762920  1980.75020559     0.23620989     0.11600591
     0.50000000   312.07020141   310.85869175    -0.01275566   615.12316125   610.29992807    -0.04404513     0.00000121    -0.00000121     0.00013370    20.32926577     0.03758974     0.40762912  1980.58657268     0.23625565     0.11604066
     0.50500000   315.14538748   313.90964272    -0.01297647   614.95136754   610.08056235    -0.04427749     0.00000122    -0.00000122     0.00013512    20.32923522     0.03758973     0.40762903  1980.42303839     0.23630131     0.11607531
     0.51000000   318.21971620   316.95949850    -0.01319843   614.78023824   609.86186965    -0.04450580     0.00000123    -0.00000123     0.00013654    20.32920329     0.03758972     0.40762895  1980.25960254     0.23634683     0.11610985
     0.51500000   321.29319105   320.00826262    -0.01342152   614.60981404   609.64389022    -0.04473007     0.00000124    -0.00000123     0.00013796    20.32916988     0.03758971     0.40762886  1980.09626495     0.23639219     0.11614425
     0.52000000   324.36581534   323.05593842    -0.01364573   614.43998312   609.42651303    -0.04495030     0.00000124    -0.00000124     0.00013938    20.32913529     0.03758971     0.40762878  1979.93302542     0.23643741     0.11617855
     0.52500000   327.43759145   326.10252834    -0.01387102   614.27049480   609.20948938    -0.04516653     0.00000125    -0.00000125     0.00014081    20.32910014     0.03758970     0.40762869  1979.76988381     0.23648258     0.11621279
     0.53000000   330.50852045   329.14803349    -0.01409738   614.10110967   608.99258178    -0.04537880     0.00000126    -0.00000125     0.00014224    20.32906505     0.03758969     0.40762860  1979.60684000     0.23652774     0.11624701
     0.53500000   333.57860258   332.19245421    -0.01432480   613.93174958   608.77571274    -0.04558711     0.00000126    -0.00000126     0.00014366    20.32903023     0.03758968     0.40762850  1979.44389393     0.23657292     0.11628124
     0.54000000   336.64783814   335.23579083    -0.01455325   613.76251127   608.55897816    -0.04579146     0.00000127    -0.00000127     0.00014509    20.32899542     0.03758967     0.40762841  1979.28104550     0.23661810     0.11631546
     0.54500000   339.71622832   338.27804464    -0.01478271   613.59365146   608.34263257    -0.04599182     0.00000127    -0.00000127     0.00014653    20.32895996     0.03758966     0.40762831  1979.11829461     0.23666320     0.11634960
     0.55000000   342.78377572   341.31921824    -0.01501316   613.42542380   608.12692738    -0.04618816     0.00000128    -0.00000128     0.00014796    20.32892321     0.03758965     0.40762821  1978.95564110     0.23670816     0.11638363
     0.55500000   345.85048377   344.35931514    -0.01524458   613.25791595   607.91194939    -0.04638046     0.00000129    -0.00000128     0.00014939    20.32888494     0.03758964     0.40762811  1978.79308478     0.23675295     0.11641753
     0.56000000   348.91635593   347.39833880    -0.01547696   613.09103477   607.69760618    -0.04656875     0.00000129    -0.00000129     0.00015083    20.32884538     0.03758964     0.40762801  1978.63062545     0.23679761     0.11645131
     0.56500000   351.98139473   350.43629183    -0.01571026   612.92452154   607.48364120    -0.04675305     0.00000130    -0.00000130     0.00015227    20.32880521     0.03758963     0.40762790  1978.46826297     0.23684220     0.11648503
     0.57000000   355.04560132   353.47317541    -0.01594448   612.75811824   607.26979870    -0.04693342     0.00000130    -0.00000130     0.00015371    20.32876507     0.03758962     0.40762780  1978.30599722     0.23688678     0.11651874
     0.57500000   358.10897594   356.50898986    -0.01617959   612.59173392   607.05598851    -0.04710986     0.00000131    -0.00000131     0.00015515    20.32872521     0.03758961     0.40762769  1978.14382813     0.23693138     0.11655244
     0.58000000   361.17151883   359.54373548    -0.01641557   612.42545966   606.84230090    -0.04728236     0.00000132    -0.00000131     0.00015659    20.32868539     0.03758960     0.40762758  1977.98175562     0.23697598     0.11658614
     0.58500000   364.23323115   362.57741350    -0.01665241   612.25955346   606.62899149    -0.04745089     0.00000132    -0.00000132     0.00015804    20.32864494     0.03758959     0.40762746  1977.81977958     0.23702050     0.11661977
     0.59000000   367.29411542   365.61002647    -0.01689008   612.09427358   606.41631609    -0.04761542     0.00000133    -0.00000132     0.00015948    20.32860321     0.03758957     0.40762735  1977.65789985     0.23706488     0.11665329
     0.59500000   370.35417509   368.64157788    -0.01712856   611.92971203   606.20436578    -0.04777594     0.00000133    -0.00000133     0.00016093    20.32855995     0.03758956     0.40762723  1977.49611625     0.23710910     0.11668667
     0.60000000   373.41341360   371.67207120    -0.01736783   611.76577955   605.99305200    -0.04793245     0.00000134    -0.00000133     0.00016238    20.32851541     0.03758955     0.40762711  1977.33442859     0.23715318     0.11671993
     0.60500000   376.47183351   374.70150904    -0.01760787   611.60222050   605.78212146    -0.04808500     0.00000134    -0.00000134     0.00016383    20.32847022     0.03758954     0.40762699  1977.17283671     0.23719718     0.11675313
     0.61000000   379.52943599   377.72989262    -0.01784867   611.43877718   605.57131885    -0.04823364     0.00000135    -0.00000134     0.00016529    20.32842506     0.03758953     0.40762686  1977.01134049     0.23724118     0.11678632
     0.61500000   382.58622130   380.75722227    -0.01809020   611.27535397   605.36054947    -0.04837837     0.00000135    -0.00000135     0.00016674    20.32838016     0.03758952     0.40762674  1976.84993988     0.23728519     0.11681951
     0.62000000   385.64218968   383.78349829    -0.01833245   611.11203221   605.14989386    -0.04851919     0.00000136    -0.00000135     0.00016820    20.32833531     0.03758951     0.40762661  1976.68863478     0.23732920     0.11685268
     0.62500000   388.69734220   386.80872180    -0.01857539   610.94905608   604.93959381    -0.04865607     0.00000136    -0.00000136     0.00016965    20.32828990     0.03758950     0.40762648  1976.52742511     0.23737315     0.11688580
     0.63000000   391.75168125   389.83289525    -0.01881900   610.78667804   604.72989922    -0.04878896     0.00000136    -0.00000136     0.00017111    20.32824327     0.03758948     0.40762634  1976.36631070     0.23741696     0.11691880
     0.63500000   394.80521017   392.85602199    -0.01906327   610.62500431   604.52091516    -0.04891786     0.00000137    -0.00000137     0.00017257    20.32819515     0.03758947     0.40762620  1976.20529137     0.23746061     0.11695168
     0.64000000   397.85793239   395.87810550    -0.01930818   610.46398086   604.31258804    -0.04904277     0.00000137    -0.00000137     0.00017404    20.32814567     0.03758946     0.40762607  1976.04436693     0.23750411     0.11698443
     0.64500000   400.90985072   398.89914863    -0.01955369   610.30340422   604.10471635    -0.04916372     0.00000138    -0.00000137     0.00017550    20.32809537     0.03758944     0.40762592  1975.88353722     0.23754751     0.11701710
     0.65000000   403.96096678   401.91915303    -0.01979981   610.14303972   603.89706775    -0.04928076     0.00000138    -0.00000138     0.00017697    20.32804483     0.03758943     0.40762578  1975.72280212     0.23759088     0.11704974
     0.65500000   407.01128122   404.93811943    -0.02004650   609.98273969   603.68949605    -0.04939392     0.00000139    -0.00000138     0.00017843    20.32799444     0.03758942     0.40762563  1975.56216154     0.23763426     0.11708237
     0.66000000   410.06079419   407.95604803    -0.02029374   609.82245416   603.48195179    -0.04950321     0.00000139    -0.00000139     0.00017990    20.32794433     0.03758940     0.40762548  1975.40161540     0.23767765     0.11711501
     0.66500000   413.10950585   410.97293906    -0.02054152   609.66222480   603.27447620    -0.04960862     0.00000139    -0.00000139     0.00018137    20.32789438     0.03758939     0.40762533  1975.24116364     0.23772106     0.11714764
     0.67000000   416.15741665   413.98879302    -0.02078982   609.50211845   603.06713543    -0.04971014     0.00000140    -0.00000139     0.00018285    20.32784442     0.03758938     0.40762518  1975.08080618     0.23776445     0.11718026
     0.67500000   419.20452729   417.00361068    -0.02103862   609.34216068   602.85995475    -0.04980778     0.00000140    -0.00000140     0.00018432    20.32779440     0.03758936     0.40762502  1974.92054292     0.23780783     0.11721286
     0.68000000   422.25083847   420.01739280    -0.02128789   609.18232978   602.65291268    -0.04990155     0.00000140    -0.00000140     0.00018580    20.32774436     0.03758935     0.40762486  1974.76037377     0.23785120     0.11724544
     0.68500000   425.29635069   423.03013993    -0.02153762   609.02256255   602.44594666    -0.04999145     0.00000141    -0.00000140     0.00018727    20.32769446     0.03758933     0.40762469  1974.60029866     0.23789457     0.11727801
