           time              x              y              z             vx             vy             vz            yox            yoy            yoz             mi            Ix0            CG0             p0
     0.51000000   318.09495485   316.83506277    -0.01310858   614.30524234   609.38874273    -0.04399628     0.00000121    -0.00000121     0.00013623    19.81739489     0.03733986     0.40489480  1980.20737903
     0.51500000   321.16604418   319.88145081    -0.01332910   614.13060782   609.16658772    -0.04421125     0.00000122    -0.00000122     0.00013764    19.81736148     0.03733741     0.40486791  1980.04303109
     0.52000000   324.23626195   322.92672969    -0.01355068   613.95658347   608.94505207    -0.04442211     0.00000123    -0.00000122     0.00013906    19.81732689     0.03733495     0.40484103  1979.87877189
     0.52500000   327.30561060   325.97090193    -0.01377331   613.78291213   608.72388064    -0.04462890     0.00000123    -0.00000123     0.00014048    19.81729174     0.03733249     0.40481414  1979.71460127
     0.53000000   330.37409124   329.01396869    -0.01399697   613.60934820   608.50282979    -0.04483166     0.00000124    -0.00000124     0.00014190    19.81725665     0.03733004     0.40478725  1979.55051914
     0.53500000   333.44170412   332.05593029    -0.01422162   613.43581151   608.28182001    -0.04503040     0.00000124    -0.00000124     0.00014332    19.81722183     0.03732758     0.40476036  1979.38652544
     0.54000000   336.50844955   335.09678711    -0.01444726   613.26240129   608.06094971    -0.04522511     0.00000125    -0.00000125     0.00014474    19.81718702     0.03732512     0.40473347  1979.22262009
     0.54500000   339.57432878   338.13654045    -0.01467387   613.08938089   607.84047996    -0.04541575     0.00000126    -0.00000125     0.00014617    19.81715156     0.03732266     0.40470657  1979.05880300
     0.55000000   342.63934446   341.17519302    -0.01490141   612.91701053   607.62066869    -0.04560231     0.00000126    -0.00000126     0.00014759    19.81711481     0.03732021     0.40467968  1978.89507401
     0.55500000   345.70350013   344.21274840    -0.01512988   612.74538011   607.40160493    -0.04578477     0.00000127    -0.00000127     0.00014902    19.81707654     0.03731775     0.40465278  1978.73143293
     0.56000000   348.76679935   347.24921017    -0.01535926   612.57439409   607.18319385    -0.04596314     0.00000127    -0.00000127     0.00015045    19.81703698     0.03731529     0.40462588  1978.56787959
     0.56500000   351.82924471   350.28458099    -0.01558951   612.40378703   606.96517227    -0.04613746     0.00000128    -0.00000128     0.00015188    19.81699681     0.03731283     0.40459898  1978.40441384
     0.57000000   354.89083739   353.31886209    -0.01582062   612.23329425   606.74727781    -0.04630777     0.00000128    -0.00000128     0.00015331    19.81695667     0.03731037     0.40457208  1978.24103557
     0.57500000   357.95157767   356.35205381    -0.01605258   612.06282243   606.52941797    -0.04647409     0.00000129    -0.00000129     0.00015475    19.81691681     0.03730791     0.40454517  1978.07774473
     0.58000000   361.01146580   359.38415647    -0.01628536   611.89246501   606.31168537    -0.04663641     0.00000129    -0.00000129     0.00015618    19.81687699     0.03730546     0.40451827  1977.91454124
