           time              x              y              z             vx             vy             vz            yox            yoy            yoz             mi            Ix0            CG0             p0
     0.66000000   444.00495986   370.46040247    -0.01940444   659.95069215   547.42725845    -0.04561614     0.00000116    -0.00000137     0.00019378    19.81613593     0.03726609     0.40408749  1975.27092585
     0.66500000   447.30426677   373.19704606    -0.01963264   659.77208773   547.23019531    -0.04566557     0.00000116    -0.00000138     0.00019536    19.81608598     0.03726363     0.40406055  1975.10853785
     0.67000000   450.60268096   375.93270463    -0.01986109   659.59361628   547.03325595    -0.04571075     0.00000116    -0.00000138     0.00019693    19.81603602     0.03726116     0.40403360  1974.94623063
     0.67500000   453.90020320   378.66737887    -0.02008974   659.41530623   546.83646392    -0.04575168     0.00000116    -0.00000138     0.00019851    19.81598600     0.03725870     0.40400666  1974.78400413
     0.68000000   457.19683426   381.40106949    -0.02031860   659.23713346   546.63979920    -0.04578835     0.00000116    -0.00000138     0.00020009    19.81593596     0.03725624     0.40397971  1974.62185826
     0.68500000   460.49257465   384.13377698    -0.02054762   659.05902774   546.44320354    -0.04582080     0.00000116    -0.00000138     0.00020168    19.81588606     0.03725378     0.40395276  1974.45979296
     0.69000000   463.78742456   386.86550157    -0.02077680   658.88094341   546.24663909    -0.04584903     0.00000117    -0.00000138     0.00020326    19.81583642     0.03725131     0.40392580  1974.29780818
     0.69500000   467.08138419   389.59624348    -0.02100610   658.70293006   546.05014695    -0.04587304     0.00000117    -0.00000139     0.00020484    19.81578691     0.03724885     0.40389885  1974.13590385
     0.70000000   470.37445423   392.32600336    -0.02123552   658.52513888   545.85385243    -0.04589279     0.00000117    -0.00000139     0.00020643    19.81573719     0.03724639     0.40387189  1973.97407992
     0.70500000   473.66663636   395.05478267    -0.02146502   658.34781215   545.65795635    -0.04590826     0.00000117    -0.00000139     0.00020802    19.81568670     0.03724392     0.40384493  1973.81233627
     0.71000000   476.95793349   397.78258390    -0.02169460   658.17116765   545.46263910    -0.04591939     0.00000117    -0.00000139     0.00020961    19.81563494     0.03724146     0.40381796  1973.65067276
     0.71500000   480.24834931   400.50941014    -0.02192421   657.99528307   545.26796499    -0.04592617     0.00000117    -0.00000139     0.00021120    19.81558172     0.03723899     0.40379100  1973.48908922
     0.72000000   483.53788748   403.23526453    -0.02215385   657.82008562   545.07387359    -0.04592862     0.00000117    -0.00000139     0.00021279    19.81552722     0.03723653     0.40376403  1973.32758548
     0.72500000   486.82655096   405.96014956    -0.02238349   657.64536219   544.88018823    -0.04592677     0.00000117    -0.00000139     0.00021439    19.81547193     0.03723407     0.40373706  1973.16616140
     0.73000000   490.11434148   408.68406675    -0.02261311   657.47087109   544.68670861    -0.04592070     0.00000117    -0.00000139     0.00021598    19.81541639     0.03723160     0.40371009  1973.00481687
     0.73500000   493.40125979   411.40701676    -0.02284269   657.29645378   544.49330334    -0.04591042     0.00000117    -0.00000139     0.00021758    19.81536099     0.03722914     0.40368311  1972.84355182
     0.74000000   496.68730603   414.12899981    -0.02307221   657.12204493   544.29991832    -0.04589596     0.00000117    -0.00000139     0.00021918    19.81530585     0.03722667     0.40365614  1972.68236619
     0.74500000   499.97248028   416.85001601    -0.02330164   656.94766779   544.10657280    -0.04587732     0.00000117    -0.00000139     0.00022078    19.81525094     0.03722420     0.40362915  1972.52125994
     0.75000000   503.25678286   419.57006569    -0.02353097   656.77338283   543.91331685    -0.04585450     0.00000117    -0.00000139     0.00022239    19.81519611     0.03722174     0.40360217  1972.36023301
     0.75500000   506.54021435   422.28914939    -0.02376018   656.59923649   543.72018894    -0.04582747     0.00000117    -0.00000139     0.00022399    19.81514125     0.03721927     0.40357519  1972.19928533
     0.76000000   509.82277551   425.00726783    -0.02398924   656.42525653   543.52721203    -0.04579625     0.00000117    -0.00000139     0.00022560    19.81508631     0.03721681     0.40354820  1972.03841683
     0.76500000   513.10446720   427.72442178    -0.02421814   656.25145203   543.33439361    -0.04576083     0.00000117    -0.00000139     0.00022720    19.81503125     0.03721434     0.40352121  1971.87762743
