Time(s)   ;dm/dt(kg/s); Mach      ; Vt(m/s)   ; Tt(K)
    23.040;      0.015;      0.212;    216.386;   2167.835
    23.060;      0.015;      0.212;    215.898;   2167.886
    23.080;      0.015;      0.211;    215.359;   2167.941
    23.100;      0.015;      0.211;    215.782;   2167.898
    23.120;      0.015;      0.211;    215.184;   2167.959
    23.140;      0.015;      0.211;    215.538;   2167.923
    23.160;      0.015;      0.211;    215.397;   2167.937
    23.180;      0.015;      0.211;    215.419;   2167.935
    23.200;      0.015;      0.211;    215.001;   2167.978
    23.220;      0.015;      0.210;    214.605;   2168.019
    23.240;      0.015;      0.210;    214.066;   2168.074
    23.260;      0.015;      0.210;    213.757;   2168.105
    23.280;      0.015;      0.209;    213.431;   2168.138
    23.300;      0.015;      0.208;    212.482;   2168.235
    23.320;      0.015;      0.208;    212.336;   2168.250
    23.340;      0.015;      0.207;    211.158;   2168.369
    23.360;      0.015;      0.207;    210.777;   2168.407
    23.380;      0.015;      0.206;    210.257;   2168.459
    23.400;      0.015;      0.206;    210.164;   2168.469
    23.420;      0.015;      0.205;    209.552;   2168.530
    23.440;      0.015;      0.206;    209.993;   2168.486
    23.460;      0.015;      0.206;    209.716;   2168.514
    23.480;      0.015;      0.205;    209.616;   2168.524
    23.500;      0.015;      0.205;    209.584;   2168.527
    23.520;      0.015;      0.206;    209.938;   2168.491
    23.540;      0.015;      0.205;    209.390;   2168.546
    23.560;      0.015;      0.205;    209.161;   2168.569
    23.580;      0.015;      0.205;    208.828;   2168.602
    23.600;      0.015;      0.204;    208.131;   2168.672
    23.620;      0.015;      0.204;    208.238;   2168.661
    23.640;      0.015;      0.203;    207.099;   2168.774
    23.660;      0.015;      0.203;    207.604;   2168.724
    23.680;      0.015;      0.203;    206.867;   2168.797
    23.700;      0.015;      0.203;    206.785;   2168.805
    23.720;      0.015;      0.202;    206.015;   2168.881
    23.740;      0.015;      0.202;    206.415;   2168.841
    23.760;      0.015;      0.202;    206.284;   2168.854
    23.780;      0.015;      0.202;    205.894;   2168.893
    23.800;      0.015;      0.202;    206.248;   2168.858
    23.820;      0.015;      0.203;    207.141;   2168.770
    23.840;      0.015;      0.203;    207.343;   2168.750
    23.860;      0.015;      0.202;    206.337;   2168.849
    23.880;      0.015;      0.202;    206.559;   2168.827
    23.900;      0.015;      0.202;    206.025;   2168.880
    23.920;      0.015;      0.202;    205.608;   2168.921
    23.940;      0.015;      0.202;    205.582;   2168.923
    23.960;      0.015;      0.201;    204.962;   2168.984
    23.980;      0.014;      0.201;    204.702;   2169.010
    24.000;      0.014;      0.200;    204.338;   2169.045
    24.020;      0.014;      0.199;    202.790;   2169.195
    24.040;      0.014;      0.198;    202.332;   2169.240
    24.060;      0.014;      0.198;    201.746;   2169.296
    24.080;      0.014;      0.197;    201.276;   2169.341
    24.100;      0.014;      0.197;    200.603;   2169.406
    24.120;      0.014;      0.196;    199.792;   2169.483
    24.140;      0.014;      0.194;    198.389;   2169.617
    24.160;      0.014;      0.193;    197.294;   2169.720
    24.180;      0.014;      0.193;    196.948;   2169.753
    24.200;      0.014;      0.192;    196.076;   2169.834
    24.220;      0.014;      0.192;    195.478;   2169.890
    24.240;      0.014;      0.190;    194.172;   2170.012
    24.260;      0.014;      0.190;    194.252;   2170.004
    24.280;      0.014;      0.190;    193.551;   2170.069
    24.300;      0.014;      0.189;    192.534;   2170.163
    24.320;      0.014;      0.189;    192.439;   2170.171
    24.340;      0.014;      0.188;    192.309;   2170.183
    24.360;      0.014;      0.188;    192.087;   2170.204
    24.380;      0.014;      0.187;    191.129;   2170.291
    24.400;      0.013;      0.187;    190.626;   2170.337
    24.420;      0.013;      0.186;    189.718;   2170.420
    24.440;      0.013;      0.186;    190.113;   2170.384
    24.460;      0.013;      0.186;    189.432;   2170.445
    24.480;      0.013;      0.186;    189.728;   2170.419
    24.500;      0.013;      0.186;    189.921;   2170.401
    24.520;      0.013;      0.186;    189.568;   2170.433
    24.540;      0.013;      0.186;    189.428;   2170.446
    24.560;      0.013;      0.186;    189.611;   2170.429
    24.580;      0.013;      0.186;    189.389;   2170.449
    24.600;      0.013;      0.186;    189.335;   2170.454
    24.620;      0.013;      0.185;    189.146;   2170.471
    24.640;      0.013;      0.184;    188.054;   2170.569
    24.660;      0.013;      0.184;    188.004;   2170.574
    24.680;      0.013;      0.184;    187.517;   2170.618
    24.700;      0.013;      0.183;    187.199;   2170.646
    24.720;      0.013;      0.183;    186.390;   2170.718
    24.740;      0.013;      0.182;    185.443;   2170.802
    24.760;      0.013;      0.181;    184.920;   2170.848
    24.780;      0.013;      0.181;    184.814;   2170.858
    24.800;      0.013;      0.181;    184.201;   2170.912
    24.820;      0.013;      0.180;    183.777;   2170.949
    24.840;      0.013;      0.180;    183.508;   2170.972
    24.860;      0.013;      0.179;    182.182;   2171.088
    24.880;      0.013;      0.177;    180.767;   2171.211
    24.900;      0.013;      0.177;    180.155;   2171.263
    24.920;      0.013;      0.176;    179.325;   2171.334
    24.940;      0.013;      0.176;    179.457;   2171.323
    24.960;      0.013;      0.175;    178.553;   2171.400
    24.980;      0.013;      0.174;    177.674;   2171.475
    25.000;      0.012;      0.173;    176.602;   2171.566
    25.020;      0.012;      0.172;    175.740;   2171.638
    25.040;      0.012;      0.172;    175.083;   2171.693
    25.060;      0.012;      0.171;    174.583;   2171.735
    25.080;      0.012;      0.171;    174.688;   2171.726
    25.100;      0.012;      0.171;    174.120;   2171.773
    25.120;      0.012;      0.171;    174.245;   2171.763
    25.140;      0.012;      0.170;    173.019;   2171.864
    25.160;      0.012;      0.169;    172.450;   2171.911
    25.180;      0.012;      0.169;    172.367;   2171.918
    25.200;      0.012;      0.168;    171.812;   2171.964
    25.220;      0.012;      0.168;    171.484;   2171.991
    25.240;      0.012;      0.167;    170.675;   2172.057
    25.260;      0.012;      0.167;    170.273;   2172.089
    25.280;      0.012;      0.166;    169.375;   2172.162
    25.300;      0.012;      0.165;    168.040;   2172.269
    25.320;      0.012;      0.164;    167.490;   2172.313
    25.340;      0.012;      0.164;    167.498;   2172.313
    25.360;      0.012;      0.164;    166.971;   2172.355
    25.380;      0.012;      0.162;    165.256;   2172.491
    25.400;      0.012;      0.162;    164.927;   2172.517
    25.420;      0.012;      0.161;    163.908;   2172.597
    25.440;      0.012;      0.161;    164.181;   2172.575
    25.460;      0.012;      0.160;    163.738;   2172.610
    25.480;      0.012;      0.160;    163.406;   2172.636
    25.500;      0.012;      0.160;    163.402;   2172.636
    25.520;      0.012;      0.160;    162.874;   2172.677
    25.540;      0.011;      0.159;    161.980;   2172.746
    25.560;      0.011;      0.158;    160.988;   2172.823
    25.580;      0.011;      0.158;    161.636;   2172.773
    25.600;      0.011;      0.158;    161.153;   2172.810
    25.620;      0.011;      0.158;    161.687;   2172.769
    25.640;      0.011;      0.157;    160.368;   2172.870
    25.660;      0.011;      0.156;    159.225;   2172.957
    25.680;      0.011;      0.155;    158.580;   2173.006
    25.700;      0.011;      0.156;    159.200;   2172.959
    25.720;      0.011;      0.156;    158.738;   2172.994
    25.740;      0.011;      0.155;    157.881;   2173.059
    25.760;      0.011;      0.155;    158.100;   2173.043
    25.780;      0.011;      0.154;    157.330;   2173.100
    25.800;      0.011;      0.153;    156.560;   2173.158
    25.820;      0.011;      0.153;    155.873;   2173.209
    25.840;      0.011;      0.152;    155.385;   2173.246
    25.860;      0.011;      0.152;    155.363;   2173.247
    25.880;      0.011;      0.151;    154.315;   2173.324
    25.900;      0.011;      0.149;    152.335;   2173.469
    25.920;      0.011;      0.148;    151.432;   2173.535
    25.940;      0.011;      0.148;    151.010;   2173.565
    25.960;      0.011;      0.147;    149.664;   2173.662
    25.980;      0.010;      0.146;    148.612;   2173.736
    26.000;      0.010;      0.145;    147.888;   2173.788
    26.020;      0.010;      0.144;    146.680;   2173.872
    26.040;      0.010;      0.144;    146.481;   2173.886
    26.060;      0.010;      0.142;    144.966;   2173.992
    26.080;      0.010;      0.141;    143.865;   2174.067
    26.100;      0.010;      0.141;    143.467;   2174.095
    26.120;      0.010;      0.141;    143.822;   2174.070
    26.140;      0.010;      0.140;    142.793;   2174.141
    26.160;      0.010;      0.141;    143.382;   2174.100
    26.180;      0.010;      0.140;    142.988;   2174.127
    26.200;      0.010;      0.139;    141.953;   2174.198
    26.220;      0.010;      0.138;    141.210;   2174.248
    26.240;      0.010;      0.138;    140.292;   2174.310
    26.260;      0.010;      0.137;    139.437;   2174.366
    26.280;      0.010;      0.137;    140.147;   2174.319
    26.300;      0.010;      0.138;    140.829;   2174.274
    26.320;      0.010;      0.136;    138.988;   2174.396
    26.340;      0.010;      0.137;    139.271;   2174.377
    26.360;      0.010;      0.135;    137.962;   2174.464
    26.380;      0.010;      0.134;    137.192;   2174.515
    26.400;      0.010;      0.136;    138.341;   2174.439
    26.420;      0.010;      0.136;    138.876;   2174.404
    26.440;      0.010;      0.135;    138.149;   2174.452
    26.460;      0.010;      0.137;    139.349;   2174.372
    26.480;      0.010;      0.136;    138.738;   2174.413
    26.500;      0.010;      0.134;    136.904;   2174.533
    26.520;      0.010;      0.134;    136.720;   2174.545
    26.540;      0.010;      0.133;    135.777;   2174.607
    26.560;      0.010;      0.133;    135.552;   2174.621
    26.580;      0.010;      0.133;    135.737;   2174.609
    26.600;      0.009;      0.132;    134.439;   2174.693
    26.620;      0.009;      0.130;    132.647;   2174.807
    26.640;      0.009;      0.130;    132.242;   2174.833
    26.660;      0.009;      0.128;    131.007;   2174.910
    26.680;      0.009;      0.128;    130.158;   2174.963
    26.700;      0.009;      0.128;    130.231;   2174.958
    26.720;      0.009;      0.127;    129.860;   2174.981
    26.740;      0.009;      0.127;    129.902;   2174.979
    26.760;      0.009;      0.126;    128.993;   2175.035
    26.780;      0.009;      0.126;    128.311;   2175.077
    26.800;      0.009;      0.126;    128.269;   2175.079
    26.820;      0.009;      0.126;    128.428;   2175.070
    26.840;      0.009;      0.126;    128.147;   2175.087
    26.860;      0.009;      0.125;    127.530;   2175.124
    26.880;      0.009;      0.124;    126.840;   2175.166
    26.900;      0.009;      0.124;    126.668;   2175.177
    26.920;      0.009;      0.124;    126.448;   2175.190
    26.940;      0.009;      0.123;    125.069;   2175.272
    26.960;      0.009;      0.122;    124.157;   2175.327
    26.980;      0.009;      0.120;    122.030;   2175.452
    27.000;      0.009;      0.119;    121.410;   2175.487
    27.020;      0.009;      0.119;    121.236;   2175.498
    27.040;      0.008;      0.118;    120.431;   2175.544
    27.060;      0.008;      0.118;    120.221;   2175.556
    27.080;      0.009;      0.118;    120.651;   2175.531
    27.100;      0.009;      0.119;    121.157;   2175.502
    27.120;      0.008;      0.117;    119.409;   2175.602
    27.140;      0.008;      0.117;    119.489;   2175.598
    27.160;      0.008;      0.118;    120.233;   2175.555
    27.180;      0.009;      0.119;    121.622;   2175.475
    27.200;      0.009;      0.118;    120.656;   2175.531
    27.220;      0.008;      0.118;    120.034;   2175.567
    27.240;      0.008;      0.117;    119.688;   2175.586
    27.260;      0.008;      0.117;    119.101;   2175.620
    27.280;      0.008;      0.116;    118.701;   2175.643
    27.300;      0.008;      0.115;    116.898;   2175.744
    27.320;      0.008;      0.115;    117.137;   2175.730
    27.340;      0.008;      0.113;    115.334;   2175.830
    27.360;      0.008;      0.112;    114.540;   2175.874
    27.380;      0.008;      0.111;    113.063;   2175.954
    27.400;      0.008;      0.111;    112.738;   2175.971
    27.420;      0.008;      0.108;    110.672;   2176.081
    27.440;      0.008;      0.108;    109.926;   2176.121
    27.460;      0.008;      0.108;    110.604;   2176.085
    27.480;      0.008;      0.107;    109.566;   2176.140
    27.500;      0.008;      0.106;    108.435;   2176.198
    27.520;      0.007;      0.104;    105.746;   2176.335
    27.540;      0.007;      0.104;    106.119;   2176.317
    27.560;      0.007;      0.103;    104.633;   2176.391
    27.580;      0.007;      0.103;    104.932;   2176.376
    27.600;      0.007;      0.102;    103.934;   2176.426
    27.620;      0.007;      0.103;    104.880;   2176.379
    27.640;      0.007;      0.103;    104.899;   2176.378
    27.660;      0.007;      0.101;    103.165;   2176.464
    27.680;      0.007;      0.100;    101.816;   2176.530
    27.700;      0.007;      0.100;    102.037;   2176.519
    27.720;      0.007;      0.102;    104.327;   2176.407
    27.740;      0.007;      0.102;    103.626;   2176.441
    27.760;      0.007;      0.102;    103.928;   2176.426
    27.780;      0.007;      0.100;    101.950;   2176.523
    27.800;      0.007;      0.099;    101.152;   2176.562
    27.820;      0.007;      0.100;    101.823;   2176.530
    27.840;      0.007;      0.100;    101.722;   2176.534
    27.860;      0.007;      0.099;    101.481;   2176.546
    27.880;      0.007;      0.100;    102.456;   2176.499
    27.900;      0.007;      0.101;    102.728;   2176.485
    27.920;      0.007;      0.100;    102.390;   2176.502
    27.940;      0.007;      0.100;    102.469;   2176.498
    27.960;      0.007;      0.100;    101.930;   2176.524
    27.980;      0.007;      0.100;    102.123;   2176.515
    28.000;      0.007;      0.101;    102.861;   2176.479
    28.020;      0.000;      0.000;      0.000;      0.000
